price,bed,bath,sqft,addr,desc,info
"$398,500",0,0,Land,"840 Victoria Rd, Nanaimo, BC, V9R 4R8","Affordable vacant lot less than 5 minutes from all of South Nanaimo & Chase River's amenities. All services to lot line. Partially fenced with loads of sun exposure, this approximately 50' x 120' flat lot offers ample space for your new home, garden, and outdoor lounge/play area. Access the property directly off Victoria Rd or from the convenient lane access at the back. Perfect for a developer or someone looking to build a home and carriage house, 840 Victoria Road awaits a builder's vision! Data and measurements are approximate, must be verified if important.","{'Property Tax': '$1,815 (2022)', 'Last Updated': 'Thu, May 25, 2023', 'MLS® #': '929237', 'Date Listed': 'Apr 18, 2023', 'Property Type': 'Vacant Land', 'Rooms': '0', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Area': 'Nanaimo', 'Sewer': 'Sewer To Lot'}"
"$709,900",4,2,"2,468","1510 Bush St, Nanaimo, BC, V9S 4J2","Investor Alert! Welcome to this solidly built home in Central Nanaimo. The property boasts a large .22 acre lot that has a
fully fenced backyard perfect for your furry friends, kids and private backyard barbeques! This 2468 sqft home has a
large open concept upstairs living space with a fireplace, laminate floors throughout, 2 generous sized bedrooms and a
4 pc bathroom. Off the Primary Bedroom is access to a massive 23' x 18' deck and likewise off the Mudroom there is the
access to another 14' x 11' covered deck to relax on no matter what the season! Downstairs there is a 2 bedroom suite
with a 4 pc bathroom, kitchen, fireplace, shared laundry and separate entrance. The home also features more than
ample parking as well as a spot for an RV. This property is walking distance to numerous amenities, parks, recreation,
elementary school and bus routes. Whether as an investor or looking for a solid family home, this property ticks all the
boxes. Book your showing today!","{'Property Tax': '$3,023 (2020)', 'Last Updated': 'Mon, July 17, 2023', 'MLS® #': '933227', 'Date Listed': 'May 31, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,468 SQFT', 'Rooms': '16', 'Heating': 'Forced Air, Natural Gas', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Finished', 'Flooring': 'Laminate', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Driveway, Garage, RV Access/Parking', 'Fireplace Features': 'Wood Burning', 'Exterior Features': 'Balcony/Deck, Fencing: Full, Garden, Low Maintenance Yard'}"
"$1,200,000",5,3,"3,362","1398 Rose Ann Dr, Nanaimo, BC, V9T 3Z3","Set on a 24,003 sqft lot, this fantastic Departure Bay home is ready for your renovation ideas. Enjoy the stunning views of Departure Bay and Sugarloaf Mountain from two spacious decks. The kitchen offers four stainless appliances, built in oven, centre island, and plenty of cabinetry. The primary bedroom boasts a walk-in closet, four-piece ensuite with a jetted tub, and deck access. Completing the main floor is a formal dining room, two additional bedrooms, and 3-piece bathroom. The lower level has additional living space, two bedrooms, and 3-piece bathroom. The yard has a greenhouse, storage shed, and plenty of trees to maintain privacy. A double garage and large driveway accommodate ample parking. Additional features include vaulted ceilings, stained glass windows, and plenty of storage room. This is a fantastic location near beaches, parks, and amenities. For more info, see the 3D tour, video and floor plan. All data and measurements are approx. and must be verified if fundamental.","{'Property Tax': '$7,421 (2022)', 'Last Updated': 'Wed, July 19, 2023', 'MLS® #': '937110', 'Date Listed': 'Jul 18, 2023', 'Property Type': 'Single Family', 'Square Footage': '3,362 SQFT', 'Rooms': '16', 'Heating': 'Heat Pump', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Finished, Full', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Driveway, Garage Double', 'Fireplace Features': 'Living Room, Wood Burning, Wood Burning Stove', 'Exterior Features': 'Balcony/Deck, Balcony/Patio, Fencing: Partial, Garden'}"
"$565,000",2,1,"1,252","850 Oakley St, Nanaimo, BC, V9S 2A2","Fantastic home in central Nanaimo, offering a range of desirable features. With 2 bedrooms and 1 bathroom, it provides comfortable living spaces for you and your family. This property includes a gas furnace, gas hot water, crawl space, 3 year old roof,  and an electric fireplace insert. The sunroom adds versatility to the home, offering a space that can be used for a home office or a relaxing retreat. The wired garage is perfect for a workshop space, or extra storage. Enjoy the outdoors in the flat yard, complete with a shed and deck, perfect for hosting gatherings, barbecues, or simply enjoying the sunshine. Situated in a central location, you'll have quick and convenient access to local amenities, including shopping centers, restaurants, parks, and schools. Don't miss out on this opportunity to own a charming home in a sought-after neighborhood. Contact us today to schedule a viewing and see all that this property has to offer.","{'Property Tax': '$3,566 (2023)', 'Last Updated': 'Tue, June 27, 2023', 'MLS® #': '933528', 'Date Listed': 'Jun 2, 2023', 'Property Type': 'Single Family', 'Square Footage': '1,252 SQFT', 'Rooms': '10', 'Heating': 'Forced Air, Natural Gas', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Crawl Space', 'Flooring': 'Carpet, Laminate, Vinyl', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Driveway, Garage', 'Fireplace Features': 'Electric, Family Room', 'Exterior Features': 'Balcony/Patio, Fencing: Full, Low Maintenance Yard'}"
"$12,000,000",0,0,Land,"7555 Fernmar Rd, Lantzville, BC, V0R 2H0","18.5 acres already zoned as Residential. This stunning property with Oceanviews located in the desirable town of Lantzville, may be the central islands newest & most desirable, potential development opportunity. Walking distance to the Winchelsea View Golf Course. Only 5 minutes from all of North Nanaimo’s amenities, shopping, Lantzville’s stunning beaches, 15 minutes to Parksville, one hour to Mt Washington, an hour and half to Victoria under 2.5 hours to Tofino & Ucluelet, this location is truly perfect.  The property is currently zoned Residential R1 & offers excellent views of the Winchelsea islands & mainland mountains.  All info & data to be verified by potential Buyers regarding all aspects of the property including any development potential","{'Property Tax': '$14,807 (2023)', 'Last Updated': 'Fri, June 9, 2023', 'MLS® #': '933867', 'Date Listed': 'Jun 6, 2023', 'Property Type': 'Vacant Land', 'Rooms': '0', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Area': 'Nanaimo', 'Sewer': 'Sewer Available, Other'}"
"$369,000",2,1,853,"7-5931 Island Hwy N, Nanaimo, BC, V9T 1X1","Solitude in the sunshine! You will be surprised when you find the quiet little alcove of Pleasant Valley MH Park. Easy living lifestyle that is close to shopping, restaurants, and all conveniences. This two-bedroom, one-bathroom home is bright, cheerful, and sports a massive deck for gathering family & friends. The garden is a special oasis to enjoy some private sun. The kitchen has plenty of cupboards and sweet style designs. The layout is functional, cozy, and perfect for the 55+ crowd. Two parking spots (one covered) makes sure you and your car are protected in all weather. This is a gem, ready for your next step!","{'Property Tax': '$1,172 (2022)', 'Last Updated': 'Sat, July 8, 2023', 'MLS® #': '933611', 'Date Listed': 'Jun 2, 2023', 'Property Type': 'Single Family', 'Square Footage': '853 SQFT', 'Rooms': '5', 'Heating': 'Electric, Heat Pump', 'Pet Policy': 'Size Limit', 'Basement': 'Crawl Space, Other', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Roof': 'Membrane', 'Sewer': 'Sewer Connected', 'Parking Features': 'Carport, Driveway', 'Exterior Features': 'Balcony/Deck, Fencing: Partial, Garden'}"
"$699,000",2,2,"1,244","403-566 Stewart Ave, Nanaimo, BC, V9S 5T5","Waterfront side top floor 2 bedroom, 2 bathroom unit in Channel View. Two small pets are ok. The unobstructed ocean, marina and harbour views are truly amazing…it cannot be overstated. Enjoy the sunrises and sunny exposure from almost every room thru the floor to ceiling windows. Generous living space of 1244 sq ft unit including a large primary bedroom complete with plenty of closets and 4-piece ensuite.  A bright spacious kitchen also has a separate nook with amazing views.  You'll never want to go out!  But when you do you can walk along the 2 mile waterfront Promenade to downtown, or to the BC ferry terminal at Departure Bay. Kayaking and marina activities are directly out front.  Separate formal dining space. The living room also shares the ocean views, and has a cozy natural gas fireplace.  In suite laundry, and comes with 1 underground parking stall. Rentals allowed and pets are permitted.  All measurements are approx.","{'Property Tax': '$3,563 (2022)', 'Last Updated': 'Mon, June 26, 2023', 'MLS® #': '924235', 'Date Listed': 'Feb 24, 2023', 'Property Type': 'Condo', 'Square Footage': '1,244 SQFT', 'Subdivision': 'CHANNEL VIEW', 'Rooms': '4', 'Heating': 'Baseboard, Electric', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Stories': '4', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Sewer': 'Sewer To Lot', 'Parking Features': 'Additional Parking, Guest, Underground', 'Fireplace Features': 'Gas', 'Exterior Features': 'Balcony/Patio, Wheelchair Access', 'Building Features': 'Security System, Transit Nearby'}"
"$424,900",1,bath,656,"308-4474 Wellington Rd, Nanaimo, BC, V9T 2H3","Discover the ultimate in luxury living at Long Lake Views Luxury Condos in Nanaimo, BC. Our collection of 16 architecturally designed homes offers breathtaking views, spacious interiors & the perfect blend of elegance and functionality. Choose from 10-1bed/1bath units, 2-2 bed/1 bath units & 4-2-bed/2 bath units to find your dream home. Relax in the spacious open-concept living areas w/ large windows and high-end finishes, including quartz countertops, European exterior access glass doors, sleek hardware, top of the line in temperature control comforts with individual heat pumps and stainless steel appliances. Step outside onto the massive decks and enjoy the breathtaking views, or take in even more of the scenery from the wrap-around decks in the 4 end cap suites. With lake view units available, you can admire the stunning scenery from the comfort of your own home. Located in convenient North Nanaimo, BC, Book a tour today & experience the ultimate in luxury living in Nanaimo, BC.","{'Property Tax': 'N/A', 'Last Updated': 'Fri, June 2, 2023', 'MLS® #': '923503', 'Date Listed': 'Feb 11, 2023', 'Property Type': 'Condo', 'Square Footage': '656 SQFT', 'Subdivision': 'Long Lake Views', 'Rooms': '6', 'Heating': 'Electric, Heat Pump', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Stories': '3', 'Flooring': 'Vinyl', 'Area': 'Nanaimo', 'Sewer': 'Sewer Connected', 'Parking Features': 'Underground', 'Exterior Features': 'Awning(s), Balcony/Deck, Balcony/Patio, Fencing: Partial, Lighting, Security System, Wheelchair Access', 'Building Features': 'Bike Storage, Fire Sprinklers'}"
"$499,900",0,0,Land,"480 Machleary St, Nanaimo, BC, V9R 2H2","RARE! Large Bare-land Duplex Lot (9390 sq/ft) in the heart of Old City. This property is located on one of the most beautiful, quiet and mature streets in Nanaimo. The homes surrounding this property are either brand new, revitalized or beautiful with historic flare and views of Mount Benson. The alley access allows for multiple building options! Located close to shopping, transit, easy walk to the sea wall, VIU, recreation you name it!! Come visit the neighbourhood and see for yourself! Ask us for an example of what your profitable build could look like! !","{'Property Tax': '$2,421 (2022)', 'Last Updated': 'Fri, June 9, 2023', 'MLS® #': '930429', 'Date Listed': 'May 4, 2023', 'Property Type': 'Vacant Land', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Area': 'Nanaimo', 'Sewer': 'Sewer To Lot'}"
"$689,900",6,2,"2,765","1114 Thunderbird Dr, Nanaimo, BC, V9S 2P2","Opportunity knocks on this 6 bedroom home with 3 bedrooms upstairs along with the separate authorized suite downstairs. Upstairs provides three bedrooms and a full bathroom with linen closets and stacking laundry. There is also a large family area open to the tastefully updated kitchen and eating area which has direct access to the large deck that benefits from ample sun. The separate entrance downstairs leads you to the bright authorized suite complete with its own 3 bedrooms, one with direct outside access, bright and updated kitchen along with its own 4 piece bathroom and laundry room and walkout access to the large backyard with ample storage. Centrally located near the Nanaimo Regional Hospital and Departure Bay it is walking distance to all amenities such as shopping, schools and transit. This home is currently tenanted with great tenants who would love to stay or easily convert to a 6 bedroom family home with the existing stairwell that connects the upstairs to down.","{'Property Tax': '$4,543 (2022)', 'Last Updated': 'Thu, July 27, 2023', 'MLS® #': '937640', 'Date Listed': 'Jul 26, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,765 SQFT', 'Rooms': '20', 'Heating': 'Baseboard, Electric, Forced Air', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Finished, Walk-Out Access', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Carport Double, Driveway, RV Access/Parking', 'Fireplace Features': 'Wood Burning', 'Exterior Features': 'Balcony, Fenced, Fencing: Partial'}"
"$549,000",3,1,"1,012","2174 Cedar Rd, Nanaimo, BC, V9X 1J6","Located in beautiful Cedar, this 3 bed/1 bath mobile home on a quarter acre with detached workshop has been fully renovated and is waiting for you to call home. The open concept living space features gorgeous laminate flooring throughout, an updated kitchen with plenty of cupboard and counter space, a stunning wood stove, a bright and open living room, 3 spacious bedrooms, an updated main bathroom and tons of space outside for entertaining, that summer BBQ, yard games, and plenty of parking for your RV and/or boat. With a new roof, three year old water tank, and outbuildings on the property, this is one that you will definitely want to check out. Measurements are approximate, please verify if important.","{'Property Tax': '$1,529 (2022)', 'Last Updated': 'Sat, July 8, 2023', 'MLS® #': '936009', 'Date Listed': 'Jun 27, 2023', 'Property Type': 'Single Family', 'Square Footage': '1,012 SQFT', 'Rooms': '8', 'Heating': 'Baseboard, Electric', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Crawl Space, None', 'Flooring': 'Laminate', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Septic System', 'Parking Features': 'Additional Parking, Driveway, Open, RV Access/Parking', 'Fireplace Features': 'Wood Burning Stove', 'Exterior Features': 'Low Maintenance Yard'}"
"$865,000",3,2,"1,665","1715 Petkau Rd, Gabriola Island, BC, V0R 1X5","RANCHER on a quiet street in the beautiful Whalebone area. This one should tick all the boxes: 3 bed/ 2 bath home, detached studio with bathroom #3, a double garage, fenced, plenty of  RV parking... all within walking distance to a waterfront park. The property is .49 acre & is well developed with a garden area, multiple sitting spots and several outbuildings (greenhouse, garden shed, storage shed, pump- house, bunkie and a large 22x22 studio). There is even a mechanic's pit discreetly out of view. The home is neat and tidy and 'move-in' ready. A heat-pump installed in 2015 takes care of the heat, new HWT installed in 2019, the well is 5 gpm. Well filters are in the 10x10 pump-house that also has a convenient storage loft + heat. The home has a nice flow with a well used outside covered patio that views the feature pond - What a spot for your morning coffee! Easy carefree living awaits you at 1715 Petkau. Video, virtual tour & floor plans avail online.","{'Property Tax': '$2,361 (2022)', 'Last Updated': 'Fri, July 14, 2023', 'MLS® #': '935245', 'Date Listed': 'Jun 27, 2023', 'Property Type': 'Single Family', 'Square Footage': '1,665 SQFT', 'Rooms': '11', 'Heating': 'Forced Air, Heat Pump', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Crawl Space', 'Flooring': 'Mixed, Wood', 'Area': 'Islands', 'Roof': 'Asphalt Shingle', 'Sewer': 'Septic System', 'Parking Features': 'Garage Double, Open, RV Access/Parking', 'Fireplace Features': 'Propane', 'Exterior Features': 'Fencing: Full, Garden, Water Feature'}"
"$549,900",1,bath,800,"306-4474 Wellington Rd, Nanaimo, BC, V9T 2H3","Discover the ultimate in luxury living at Long Lake Views Luxury Condos in Nanaimo, BC. Our collection of 16 architecturally designed homes offers breathtaking views, spacious interiors & the perfect blend of elegance and functionality. Choose from 10-1bed/1bath units, 2-2 bed/1 bath units & 4-2-bed/2 bath units to find your dream home. Relax in the spacious open-concept living areas w/ large windows and high-end finishes, including quartz countertops, European exterior access glass doors, sleek hardware, top of the line in temperature control comforts with individual heat pumps and stainless steel appliances. Step outside onto the massive decks and enjoy the breathtaking views, or take in even more of the scenery from the wrap-around decks in the 4 end cap suites. With lake view units available, you can admire the stunning scenery from the comfort of your own home. Located in convenient North Nanaimo, BC, Book a tour today & experience the ultimate in luxury living in Nanaimo, BC.","{'Property Tax': 'N/A', 'Last Updated': 'Fri, June 2, 2023', 'MLS® #': '923499', 'Date Listed': 'Feb 11, 2023', 'Property Type': 'Condo', 'Square Footage': '800 SQFT', 'Subdivision': 'Long Lake Views', 'Rooms': '6', 'Heating': 'Electric, Heat Pump', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Stories': '3', 'Flooring': 'Vinyl', 'Area': 'Nanaimo', 'Sewer': 'Sewer Connected', 'Parking Features': 'Underground', 'Exterior Features': 'Awning(s), Balcony/Deck, Balcony/Patio, Fencing: Partial, Lighting, Security System, Wheelchair Access', 'Building Features': 'Bike Storage, Fire Sprinklers'}"
"$849,000",5,4,"2,480","1098 Shelby Ann Ave, Nanaimo, BC, V9R 0H5","Spacious and bright, built in 2016 on large lot with plenty of parking.  This 3 bedroom plus den has a open concept layout with 3 full bath and in unit laundry.  Large kitchen with pantry and island, great for entertaining.  Dinning room leads out to patio, great for BBQ season.  Downstairs has a 2 bedroom legal suite with separate entrance.  Large driveway, plenty of parking for guests and a boat/trailer.  Family oriented subdivision, close to schools and public transit.  Short drive to VIU, shopping, restaurants, and more.  Tenanted upstairs and down, tenants month to month, would like to stay.  Upper $1750.94/mo Lower $1294.12/mo  Upper tenant willing to enter into 1 year lease with new owner at $2650/mo.  Please give 24 hr notice for showings.","{'Property Tax': '$5,450 (2022)', 'Last Updated': 'Wed, May 31, 2023', 'MLS® #': '933148', 'Date Listed': 'May 31, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,480 SQFT', 'Rooms': '16', 'Heating': 'Baseboard', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Finished, Walk-Out Access', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Attached', 'Fireplace Features': 'Propane', 'Exterior Features': 'Balcony/Deck', 'Building Features': 'Transit Nearby'}"
"$598,000",3,3,"2,241","20 Pirates Lane, Protection Island, BC, V9R 6R1","Most affordable Ocean View home on beautiful Protection Island, just mins from downtown Nanaimo. Needs TLC. Very private, fully fenced yard with mature landscaping, a variety of fruit trees and raised garden beds. Multi-level decks plus patio. Short path leads to beautiful west-facing beach. Walk across the gap at low tide to neighbouring Saysutshun (Newcastle) Island. Main floor features 2 beds + 2 full baths upstairs. Another bed + full bath in above-ground suite, great for visiting family or friends. Separate building for studio or garden shed. Located 5min walk from Protection's Community Dock and Dinghy Dock Pub & Ferry service. Protection is serviced by Nanaimo's municipal water, sewer, Fire & Rescue. Connected to downtown Nanaimo by foot passenger ferry. Quick & convenient access to Vancouver from Nanaimo via Harbour Air Seaplanes, Helijet, NEW Hullo Fast-Ferry, BC Ferries & Nanaimo Airport. *Protection Island is EXEMPT from BC’s SPECULATION Tax*","{'Property Tax': '$3,851 (2023)', 'Last Updated': 'Wed, July 26, 2023', 'MLS® #': '933551', 'Date Listed': 'Jun 7, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,241 SQFT', 'Rooms': '15', 'Heating': 'Baseboard, Electric', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Finished, Full, Walk-Out Access, With Windows', 'Flooring': 'Mixed', 'Area': 'Islands', 'Roof': 'Asphalt Shingle', 'Sewer': 'Septic System, Sewer Connected', 'Parking Features': 'Driveway, On Street', 'Fireplace Features': 'Wood Burning Stove', 'Exterior Features': 'Fencing: Full, Garden'}"
"$689,000",2,2,950,"501-91 Chapel St, Nanaimo, BC, V9R 5H3","Welcome to the epitome of luxurious west coast living! Immerse yourself in the stunning
views from this sensational suite, situated in the heart of Nanaimo's historic downtown. This magnificent home boasts an opulent master suite, complete with a walk-in closet and a 4 piece
ensuite featuring a walk-in glass shower and dual sinks. The 10' ceilings and 16' fully retractable
glass doors in the living room allow for natural light to flood the space, highlighting the
elegant finishes and design details that truly make this property stand out.
Indulge in the finer things in life with luxury features including a private patio that offers
breathtaking ocean views, a cozy gas fireplace, and a high-end stainless steel Kitchenaid appliance
package with a gas stove and range. The Caesarstone waterfall countertops, European style soft
close cabinets, and Grohe faucets further accentuate the unparalleled quality of this home.
All measurements & data are approximate - verify if important.","{'Property Tax': '$3,736 (2021)', 'Last Updated': 'Thu, May 11, 2023', 'MLS® #': '928713', 'Date Listed': 'Apr 6, 2023', 'Property Type': 'Condo', 'Square Footage': '950 SQFT', 'Rooms': '11', 'Heating': 'Baseboard, Electric', 'Pet Policy': 'Cats OK, Dogs OK', 'Stories': '6', 'Area': 'Nanaimo', 'Sewer': 'Sewer To Lot', 'Parking Features': 'Guest, Underground', 'Fireplace Features': 'Gas', 'Exterior Features': 'Balcony/Patio', 'Building Features': 'Transit Nearby'}"
"$799,900",3,4,"2,010","5681 Linley Valley Dr, Nanaimo, BC, V9T 0E4","Beautiful High End Duplex in Linley Valley. Look no further your next home is surrounded by lush greenery, parks, walking/hiking trails, wetlands, and still close to all major amenities. This 2010 sqft home is loaded with beautiful finishing, including quartz countertops throughout. Stainless steel appliances including a gas stove, laminate flooring, shaker cabinets, Navien hot water on demand, high efficiency gas furnace and heat pump. The main floor includes the living room, dinning area, kitchen, and a 2pc bathroom. Your cozy deck has a scenic view overlooking the pond. Upstairs
you will find primary bedroom with ensuite, 4 pcs bathroom, 2 more bedrooms and your laundry room. Downstairs has your garage, rear access, 3pc bathroom, rec room, and a mechanical closet. The exterior of the home features hard siding and a low maintenance yard. Price plus GST.","{'Property Tax': 'N/A', 'Last Updated': 'Thu, May 18, 2023', 'MLS® #': '931970', 'Date Listed': 'May 18, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,010 SQFT', 'Rooms': '14', 'Heating': 'Forced Air, Natural Gas', 'Pet Policy': 'Cats OK, Dogs OK', 'Stories': '3', 'Basement': 'Finished, Walk-Out Access', 'Flooring': 'Carpet, Laminate', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Garage, On Street', 'Fireplace Features': 'Electric', 'Exterior Features': 'Balcony/Deck, Low Maintenance Yard'}"
"$309,000",2,1,870,"104-30 Cavan St, Nanaimo, BC, V9R 6K3","Bright and sunny south facing unit.  This two bedroom home is conveniently located Downtown Nanaimo in Old City within walking distance to the sea wall, shopping and various restaurants.  Featuring in suite laundry, underground parking spot, storage locker, and no rental restrictions.","{'Property Tax': '$1,557 (2022)', 'Last Updated': 'Fri, June 23, 2023', 'MLS® #': '933131', 'Date Listed': 'May 30, 2023', 'Property Type': 'Condo', 'Square Footage': '870 SQFT', 'Rooms': '8', 'Heating': 'Baseboard, Electric', 'Pet Policy': 'No', 'Stories': '4', 'Flooring': 'Carpet, Laminate', 'Area': 'Nanaimo', 'Sewer': 'Sewer Connected', 'Parking Features': 'Underground', 'Exterior Features': 'Balcony'}"
"$156,000",0,0,Land,"Lot 180 Halibut Hill Rd, Mudge Island, BC, V0V 0V0","Lot on beautiful Mudge Island. Fairly level with lots of top soil for your garden. Hydro, telephone, cable and internet available. Close to fishing, crabbing, clamming, prawning, oysters and mussels are abundant. Mudge Island is approximately 7 miles south East of Nanaimo, 5 minutes from Gabriola by boat and 15 minutes from Cedar.","{'Property Tax': '$263 (2022)', 'Last Updated': 'Fri, June 9, 2023', 'MLS® #': '934303', 'Date Listed': 'Jun 8, 2023', 'Property Type': 'Vacant Land', 'Rooms': '0', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Area': 'Islands'}"
"$1,050,000",5,4,"2,588","107 Yon Pl, Nanaimo, BC, V9T 0G4","Situated on a large, flat & fully fenced lot in an incredibly convenient location, you will find this 5 bedroom / 3 bathroom home including a 2 bedroom legal suite!! Enjoy high ceilings, large windows and modern finishes throughout this inviting home. The main portion features 3 bedrooms (including the primary suite with ensuite bathroom and walk in closet) plus a den off the foyer, perfect for a great office or guest space.  Overlooking the rear yard, you can relax or entertain on the large deck which is a accessible from the kitchen. The legal suite is at ground level and enjoys an abundance of natural light, separate laundry and a large covered patio. This family friendly neighbourhood is in close proximity to all amenities and within minutes to 3 lakes and incredibly outdoor activities. All measurements are approximate.","{'Property Tax': '$5,378 (2022)', 'Last Updated': 'Wed, July 5, 2023', 'MLS® #': '935570', 'Date Listed': 'Jul 4, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,588 SQFT', 'Rooms': '18', 'Heating': 'Forced Air, Heat Pump', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Finished, Full', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Garage Double', 'Fireplace Features': 'Electric', 'Exterior Features': 'Balcony/Deck, Balcony/Patio, Fencing: Full', 'Building Features': 'Transit Nearby'}"
"$439,500",N/A,0,Condo,"103 679 Terminal Ave, Nanaimo, BC, V9S 4K1","Constructed in 2014 this high visibility first class commercial strata unit is offered for sale in Central Nanaimo with an existing Tenant. The 1,261 square foot ground floor commercial strata unit is part of a 6 unit mixed use building. Easy access, ample parking and a large pylon sign make this a premier location. Other commercial strata tenants include Xpose Salon and Lounge and Kids Kompany Small Fries. Additional information available on completion of a Confidentiality Agreement. (id:38686)","{'Property Tax': '$5,627', 'Last Updated': 'Tue, August 1, 2023', 'MLS® #': '928246', 'Date Listed': 'Jul 31, 2023', 'Property Type': 'Condo'}"
"$888,000",4,2,"2,448","618/620 Sandy Crt, Nanaimo, BC, V9R 1M1","618 & 620 Sandy Court, a side by side full Duplex. 8 Bedrooms and 4 bathrooms Total. Front and back decks, southern exposure with fenced back yards. New standing seam metal roof 2020. Close to Vancouver Island University, elementary and secondary schools. 2 blocks to transit and within walking distance to restaurants and shopping. Plenty of parking and a friendly neighbourhood. These units both have excellent long term tenants. Measurements not done professionally, please confirm if important.
Showing are Wednesday Evenings 4:00 to 6:00pm and Saturday Mornings 10:00am to 12:00. Contact Listing agent to arrange.","{'Property Tax': '$4,396 (2023)', 'Last Updated': 'Thu, July 27, 2023', 'MLS® #': '937752', 'Date Listed': 'Jul 18, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,448 SQFT', 'Rooms': '10', 'Heating': 'Baseboard, Electric', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'None', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Roof': 'Metal', 'Sewer': 'Sewer Connected', 'Parking Features': 'Additional Parking, Driveway, Open, RV Access/Parking', 'Exterior Features': 'Balcony/Deck, Balcony/Patio, Fencing: Full, Garden', 'Building Features': 'Fire Alarm, Transit Nearby'}"
